fabricante,local_empresa,ano_revisado,origem,cacau_percent,num_ingredientes,classificacao
Love Brown,Taiwan,2018,Nicaragua,78,2,3.5
Luisa Abram,Brazil,2017,Brazil,81,2,3.25
Luisa Abram,Brazil,2018,Brazil,70,2,3
Luisa Abram,Brazil,2021,Brazil,70,3,3.25
Luisa's Vegan,U.K.,2020,Papua New Guinea,72,3,3.25
Luker,Colombia,2010,Blend,46,5,2.75
Luker,Colombia,2010,Blend,60,5,3
Luker,Colombia,2010,Blend,58,5,3
Luker,Colombia,2010,Colombia,65,5,3.5
Lumineux,U.S.A.,2020,India,72,3,3
Lumineux,U.S.A.,2020,Madagascar,73,3,3.25
Lumineux,U.S.A.,2020,Tanzania,75,3,3.25
Lumineux,U.S.A.,2020,Uganda,68,3,3.25
Lumineux,U.S.A.,2020,Ivory Coast,67,3,3.5
Machu Picchu Trading Co.,Peru,2010,Peru,55,NA,2.25
Machu Picchu Trading Co.,Peru,2011,Peru,70,NA,1.5
MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,75,3,2.5
MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,75,3,2.75
Madecasse (Cinagra),Madagascar,2008,Madagascar,67,5,3.5
Madecasse (Cinagra),Madagascar,2008,Madagascar,75,5,3.5
Madecasse (Cinagra),Madagascar,2008,Madagascar,70,5,3.75
Madecasse (Cinagra),Madagascar,2008,Madagascar,63,5,4
Madhu,U.S.A.,2021,Colombia,70,2,2.5
Madre,U.S.A.,2010,Mexico,72,4,2.75
Madre,U.S.A.,2011,Dominican Republic,70,4,2.5
Madre,U.S.A.,2011,Costa Rica,70,4,2.75
Madre,U.S.A.,2012,U.S.A.,70,4,3.25
Madre,U.S.A.,2012,U.S.A.,70,4,3.25
Madre,U.S.A.,2012,U.S.A.,70,4,3.5
Madre,U.S.A.,2013,Puerto Rico,70,4,2.75
Madre,U.S.A.,2013,U.S.A.,70,4,2.75
Madre,U.S.A.,2013,Mexico,70,4,2.75
Madre,U.S.A.,2013,Brazil,70,4,3.5
Madre,U.S.A.,2017,Solomon Islands,73,2,3.5
Maglio,Italy,2008,Tanzania,75,4,2
Maglio,Italy,2008,Ecuador,70,4,3
Maglio,Italy,2008,Cuba,70,5,3.25
Maglio,Italy,2008,Dominican Republic,70,5,3.75
Majani,Italy,2010,Ecuador,70,4,2
Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,75,4,2.75
Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,73,4,3.5
Malagos,Philippines,2013,Philippines,65,5,3.5
Malai,Thailand,2018,Thailand,70,3,2.75
Malie Kai (Guittard),U.S.A.,2009,U.S.A.,55,5,2.75
Malie Kai (Guittard),U.S.A.,2010,U.S.A.,55,5,3.5
Malmo,Sweden,2016,Venezuela,70,3,3
Mana,U.S.A.,2012,Dominican Republic,74,3,3.75
Mana,U.S.A.,2014,Peru,74,3,2.5
Mana,U.S.A.,2014,Venezuela,74,3,2.75
Mana,U.S.A.,2015,Ecuador,74,2,2.5
Manifesto Cacao,Colombia,2014,Colombia,70,4,2.75
Manoa,U.S.A.,2012,U.S.A.,72,3,2.75
Manoa,U.S.A.,2012,Peru,72,3,3
Manoa,U.S.A.,2012,Liberia,72,3,3.25
Manoa,U.S.A.,2012,U.S.A.,72,3,3.25
Manoa,U.S.A.,2013,U.S.A.,72,3,3.75
Manoa,U.S.A.,2015,Papua New Guinea,72,3,3.5
Manoa,U.S.A.,2015,Costa Rica,72,3,3.75
Manoa,U.S.A.,2017,Peru,70,3,3.25
Manoa,U.S.A.,2019,U.S.A.,70,3,3.5
Manufaktura Czekolady,Poland,2012,Dominican Republic,70,2,3.25
Manufaktura Czekolady,Poland,2012,Ecuador,70,2,3.25
Manufaktura Czekolady,Poland,2012,Ghana,70,2,3.5
Manufaktura Czekolady,Poland,2014,Colombia,85,2,3.5
Manufaktura Czekolady,Poland,2014,Venezuela,70,2,3.75
Manufaktura Czekolady,Poland,2016,Peru,70,3,3.5
Manufaktura Czekolady,Poland,2016,Nicaragua,70,3,3.75
Map Chocolate,U.S.A.,2015,Trinidad,70,3,2.75
Map Chocolate,U.S.A.,2015,Colombia,75,3,2.75
Map Chocolate,U.S.A.,2015,Tanzania,72,3,3
Map Chocolate,U.S.A.,2015,Dominican Republic,70,3,3.5
Map Chocolate,U.S.A.,2015,Peru,62,3,3.5
Map Chocolate,U.S.A.,2015,Ecuador,70,3,3.5
Map Chocolate,U.S.A.,2015,Nicaragua,70,3,3.5
Map Chocolate,U.S.A.,2015,Peru,68,3,3.5
Map Chocolate,U.S.A.,2015,Honduras,78,3,3.5
Map Chocolate,U.S.A.,2016,Vietnam,75,3,3.25
Map Chocolate,U.S.A.,2017,Vietnam,73,2,3
Map Chocolate,U.S.A.,2018,Blend,72,3,3
Map Chocolate,U.S.A.,2018,Mexico,72,3,3.25
Map Chocolate,U.S.A.,2018,Dominican Republic,72,3,3.5
Marana,Peru,2016,Peru,70,3,2.75
Marana,Peru,2021,Peru,80,3,3.25
Marana,Peru,2021,Peru,70,3,3.5
Maribea,U.S.A.,2021,Mexico,72,3,2.75
Maribea,U.S.A.,2021,Bolivia,72,3,2.75
Maribea,U.S.A.,2021,Brazil,72,3,3.25
Marigold's Finest,Canada,2016,Blend,75,2,3.25
Markham & Fitz,U.S.A.,2018,Haiti,75,2,2.75
Marou,Vietnam,2012,Vietnam,80,3,3
Marou,Vietnam,2012,Vietnam,76,3,3.5
Marou,Vietnam,2012,Vietnam,72,3,3.5
Marou,Vietnam,2012,Vietnam,70,3,3.5
Marou,Vietnam,2012,Vietnam,78,3,3.5
Marou,Vietnam,2012,Vietnam,74,3,3.5
Marou,Vietnam,2013,Vietnam,75,3,3.5
Marou,Vietnam,2015,Vietnam,85,2,3.25
Marou,Vietnam,2015,Vietnam,68,2,3.5
Marou,Vietnam,2015,Vietnam,70,2,3.75
Marou,Vietnam,2018,Vietnam,75,3,3.5
Mars,U.S.A.,2010,Costa Rica,65,NA,3
Mars,U.S.A.,2010,Ivory Coast,65,NA,3
Mars,U.S.A.,2010,Nigeria,65,NA,3.25
Mars,U.S.A.,2010,Ghana,65,NA,3.5
Marsatta,U.S.A.,2013,Dominican Republic,74,4,2.25
Marsatta,U.S.A.,2013,Dominican Republic,89,4,2.5
Martin Mayer,Austria,2016,Bolivia,76,3,2.75
Martin Mayer,Austria,2016,Haiti,82,3,3
Martin Mayer,Austria,2016,Colombia,74,3,3.25
Mast Brothers,U.S.A.,2010,Venezuela,81,2,2.75
Mast Brothers,U.S.A.,2010,Venezuela,75,2,3
Mast Brothers,U.S.A.,2010,Dominican Republic,70,2,3.25
Mast Brothers,U.S.A.,2011,Venezuela,81,2,2.75
Mast Brothers,U.S.A.,2011,Papua New Guinea,71,2,2.75
Mast Brothers,U.S.A.,2011,Venezuela,76,2,3
Mast Brothers,U.S.A.,2011,Venezuela,70,2,3
Mast Brothers,U.S.A.,2011,Peru,75,2,3
Mast Brothers,U.S.A.,2011,Dominican Republic,73,2,3.25
Mast Brothers,U.S.A.,2011,Blend,72,2,3.5
Mast Brothers,U.S.A.,2011,Belize,70,2,3.5
Mast Brothers,U.S.A.,2011,Dominican Republic,74,2,3.75
Mast Brothers,U.S.A.,2012,Blend,72,2,2.5
Mast Brothers,U.S.A.,2012,Venezuela,73,2,2.75
Mast Brothers,U.S.A.,2012,Blend,73,2,3.5
Mast Brothers,U.S.A.,2014,Blend,75,2,3.75
Mast Brothers,U.S.A.,2015,Guatemala,76,2,3
Mast Brothers,U.S.A.,2015,Tanzania,74,2,3.25
Matale,Australia,2013,Vanuatu,72,3,3.5
Matale,Australia,2013,Blend,70,3,3.75
Matale,Australia,2013,Madagascar,68,3,4
Matale,Australia,2013,Papua New Guinea,74,3,4
Maui Kuia,U.S.A.,2021,U.S.A.,70,3,3.5
Maverick,U.S.A.,2014,Belize,70,2,3.25
Maverick,U.S.A.,2014,Dominican Republic,70,2,3.25
Maverick,U.S.A.,2014,Peru,82,2,3.25
Maverick,U.S.A.,2014,Peru,63,3,3.5
Maverick,U.S.A.,2020,U.S.A.,70,3,3
Maverick,U.S.A.,2020,Vietnam,75,3,3
Maverick,U.S.A.,2020,Madagascar,65,3,3.25
Mayacama,U.S.A.,2016,Dominican Republic,72,2,3
McGuire,Canada,2020,Guatemala,70,3,2.5
McGuire,Canada,2020,Belize,70,3,3.25
Meadowlands,U.S.A.,2014,Bolivia,70,2,2.5
Meadowlands,U.S.A.,2014,Venezuela,70,2,2.75
Meadowlands,U.S.A.,2014,Belize,70,2,3
Meadowlands,U.S.A.,2014,Nicaragua,70,2,3
Meadowlands,U.S.A.,2014,Dominican Republic,70,2,3.5
Mellow,Denmark,2019,Ecuador,85,2,2.5
Mellow,Denmark,2019,Dominican Republic,70,2,2.75
Mellow,Denmark,2019,Philippines,70,2,3.25
Mellow,Denmark,2019,Tanzania,70,2,3.25
Menakao (aka Cinagra),Madagascar,2012,Madagascar,80,4,2.5
Menakao (aka Cinagra),Madagascar,2012,Madagascar,72,4,2.5
Mesocacao,Honduras,2014,Honduras,80,3,3.25
Mesocacao,Honduras,2014,Nicaragua,70,3,3.25
Mesocacao,Honduras,2014,Honduras,70,3,3.5
Mesocacao,Honduras,2014,Nicaragua,80,3,3.5
Mesocacao,Honduras,2015,El Salvador,80,3,2.75
Mesocacao,Honduras,2015,El Salvador,70,3,3
Mestico,Brazil,2018,Brazil,75,3,2.5
Metiisto,Sweden,2014,Brazil,70,3,3
Metiisto,Sweden,2014,Madagascar,72,3,3.5
Metiisto,Australia,2018,Solomon Islands,72,3,3.25
Metiisto,Australia,2018,Solomon Islands,67,3,3.75
Metropolitan,Amsterdam,2015,Blend,70,3,3.5
Meybol,Germany,2018,Peru,70,3,3.5
Michel Cluizel,France,2006,Blend,60,4,2
Michel Cluizel,France,2006,Blend,85,4,2
Michel Cluizel,France,2006,Blend,99,4,2
Michel Cluizel,France,2006,Sao Tome,70,4,3
Michel Cluizel,France,2006,Dominican Republic,67,4,3.75
Michel Cluizel,France,2006,Madagascar,65,4,3.75
Michel Cluizel,France,2006,Papua New Guinea,64,4,3.75
Michel Cluizel,France,2007,Venezuela,66,4,3.5
Michel Cluizel,France,2007,Sao Tome,67,4,3.5
Michel Cluizel,France,2012,Mexico,66,4,3.75
Michel Cluizel,France,2017,Colombia,69,4,3.25
Michel Cluizel,France,2019,Brazil,70,4,3
Michel Cluizel,France,2019,Guatemala,70,4,3.5
Middlebury,U.S.A.,2012,Blend,65,4,1.5
Middlebury,U.S.A.,2012,Bolivia,75,4,2
Middlebury,U.S.A.,2012,Indonesia,70,4,2.5
Middlebury,U.S.A.,2013,Dominican Republic,75,3,2.5
Middlebury,U.S.A.,2013,Belize,80,4,3.25
Middlebury,U.S.A.,2015,Tanzania,75,3,3.25
Middlebury,U.S.A.,2015,Belize,80,3,3.5
Middlebury,U.S.A.,2015,Trinidad,70,3,3.5
Middlebury,U.S.A.,2015,Nicaragua,70,3,3.5
Middlebury,U.S.A.,2015,Dominican Republic,75,3,3.75
Middlebury,U.S.A.,2015,Venezuela,75,3,3.75
Mike & Becky,Belgium,2018,Dominican Republic,70,3,3
Mike & Becky,Belgium,2018,India,70,3,3.25
Mike & Becky,Belgium,2018,Peru,70,3,3.25
Mike & Becky,Belgium,2018,Belize,70,3,3.5
Millcreek Cacao Roasters,U.S.A.,2012,Ecuador,70,4,3.5
Millcreek Cacao Roasters,U.S.A.,2013,Ecuador,70,4,2.5
Millesime,Belgium,2019,Ecuador,70,3,3
Millesime,Belgium,2019,India,74,3,3
Millesime,Belgium,2019,Brazil,76,3,3
Millesime,Belgium,2021,Panama,75,3,2.75
Millesime,Belgium,2021,India,74,3,3
Millesime,Belgium,2021,Tanzania,90,3,3
Milton,Japan,2018,Brazil,70,2,3
Milton,Japan,2018,Vietnam,70,2,3.25
Milton,Japan,2018,Madagascar,70,2,3.5
Milton,Japan,2018,Peru,70,2,3.75
Mindo,U.S.A.,2010,Ecuador,77,3,2.75
Mindo,U.S.A.,2019,Ecuador,67,3,2.75
Minimal,Japan,2016,Haiti,70,2,3.5
Mirzam,U.A.E.,2017,Papua New Guinea,72,2,3
Mirzam,U.A.E.,2017,Madagascar,72,2,3.25
Mirzam,U.A.E.,2017,India,65,3,3.5
Mirzam,U.A.E.,2017,Vietnam,65,2,3.5
Mirzam,U.A.E.,2019,Tanzania,72,3,3.75
Misina,Czech Republic,2020,Vietnam,70,3,3.5
Mission,Brazil,2015,Brazil,70,2,3.5
Mission,Brazil,2016,Brazil,75,2,3.75
Mission,Brazil,2019,Puerto Rico,70,3,3
Mita,Colombia,2012,Colombia,65,NA,2.5
Moho,U.S.A.,2010,Belize,67,3,2.75
Moho,U.S.A.,2013,Belize,72,3,3
Moho,U.S.A.,2013,Belize,73,3,3.25
Moka Origins,U.S.A.,2018,Brazil,72,3,2.5
Moka Origins,U.S.A.,2018,Cameroon,68,2,3
Moka Origins,U.S.A.,2019,Sierra Leone,72,3,3
Moka Origins,U.S.A.,2019,Dominican Republic,70,2,3.5
Moka Origins,U.S.A.,2019,Tanzania,72,2,3.75
Moku,U.S.A.,2021,Madagascar,70,3,2.75
Moku,U.S.A.,2021,Dominican Republic,70,3,3.25
Molucca,U.S.A.,2015,Indonesia,70,2,2.75
Molucca,U.S.A.,2015,Dominican Republic,70,2,3
Molucca,U.S.A.,2015,Peru,70,2,3.25
Momotombo,Nicaragua,2011,Nicaragua,70,2,2.75
Momotombo,Nicaragua,2011,Nicaragua,70,2,2.75
Momotombo,Nicaragua,2018,Nicaragua,70,3,3.25
Monarque,Canada,2016,Dominican Republic,72,2,3.5
Monarque,Canada,2021,Philippines,76,3,3.5
Monsieur Truffe,Australia,2014,Papua New Guinea,70,NA,3.25
Monsoon,U.S.A.,2018,Mexico,70,3,3.25
Monsoon,U.S.A.,2021,Peru,72,3,3.5
Monsoon,U.S.A.,2021,Ecuador,75,2,3.75
Montecristi,Ecuador,2015,Ecuador,70,NA,3.25
Montecristi,Ecuador,2015,Ecuador,63,NA,3.5
Montecristi,Ecuador,2015,Ecuador,85,NA,3.5
MUCHO,Mexico,2020,Mexico,70,3,3
Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,70,3,3.5
Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,80,3,3.5
Musee du Chocolat Theobroma,Japan,2018,Venezuela,70,2,3.5
Mutari,U.S.A.,2016,Dominican Republic,71,2,2.75
Mutari,U.S.A.,2016,Tanzania,68,2,2.75
Mutari,U.S.A.,2016,Madagascar,68,2,2.75
Mutari,U.S.A.,2016,Vietnam,80,2,3
Nahua,Costa Rica,2013,Costa Rica,58,3,2.5
Nahua,Costa Rica,2013,Costa Rica,70,3,3
Naive,Lithuania,2012,Grenada,71,4,2.5
Naive,Lithuania,2013,Blend,70,4,3.75
Naive,Lithuania,2013,Peru,78,4,3.75
Naive,Lithuania,2014,Venezuela,75,4,2.75
Naive,Lithuania,2014,Venezuela,70,4,3
Naive,Lithuania,2014,Nicaragua,70,4,3.25
Naive,Lithuania,2019,Nicaragua,67,3,2.75
Naive,Lithuania,2019,El Salvador,70,3,3.25
Nanea,U.S.A.,2013,U.S.A.,85,NA,3.5
Nathan Miller,U.S.A.,2014,Peru,72,2,2.25
Nathan Miller,U.S.A.,2014,Dominican Republic,70,2,2.5
Nathan Miller,U.S.A.,2014,Madagascar,73.5,2,2.5
Nathan Miller,U.S.A.,2014,Ghana,70,3,3.5
Nearynogs,Ireland,2018,Dominican Republic,70,2,3.25
Neuhaus (Callebaut),Belgium,2006,Blend,73,5,2
Neuhaus (Callebaut),Belgium,2006,Sao Tome,75,5,2.75
Neuhaus (Callebaut),Belgium,2006,Venezuela,71,5,3
Neuhaus (Callebaut),Belgium,2007,Blend,73,5,1
Neuhaus (Callebaut),Belgium,2008,Trinidad,67,5,3.75
Neuhaus (Callebaut),Belgium,2010,Papua New Guinea,70,5,2.5
Nibble,U.S.A.,2015,Venezuela,72,2,2.25
Nibble,U.S.A.,2015,Dominican Republic,72,2,2.75
Nibble,U.S.A.,2015,Madagascar,72,2,3
Nibble,U.S.A.,2015,Peru,72,2,3
Nibble,U.S.A.,2018,Brazil,72,2,3
Night Owl,U.S.A.,2013,Peru,75,3,2.75
Night Owl,U.S.A.,2013,Ecuador,75,3,3.5
Nikoa,Ecuador,2019,Ecuador,72,3,3.75
Nina,Peru,2018,Peru,70,3,3
Ninth (9th) & Larkin,U.S.A.,2018,Vietnam,72,3,2.75
Ninth (9th) & Larkin,U.S.A.,2018,Tanzania,72,3,3
Ninth (9th) & Larkin,U.S.A.,2018,Dominican Republic,72,3,3
Ninth (9th) & Larkin,U.S.A.,2019,Fiji,74,3,2.75
Ninth (9th) & Larkin,U.S.A.,2019,Colombia,72,3,3.25
Noble Bean aka Jerjobo,U.S.A.,2014,Ghana,75,4,3
Noble Bean aka Jerjobo,U.S.A.,2014,Belize,75,4,3
Noble Bean aka Jerjobo,U.S.A.,2014,Peru,75,4,3.25
Noir d' Ebine,U.S.A.,2012,Venezuela,70,NA,3
Noir d' Ebine,U.S.A.,2012,Ecuador,70,NA,3
Nova Monda,Nicaragua,2012,Nicaragua,75,2,2.75
Nova Monda,Nicaragua,2012,Nicaragua,70,2,3
Nova Monda,Nicaragua,2012,Ecuador,80,2,3.25
Nuance,U.S.A.,2015,Ecuador,70,2,2.75
Nuance,U.S.A.,2015,Venezuela,70,2,3
Nuance,U.S.A.,2015,Madagascar,70,2,3.5
Nuance,U.S.A.,2015,Ghana,70,2,3.75
Nuance,U.S.A.,2015,Dominican Republic,70,2,3.75
Nuance,U.S.A.,2020,Nigeria,70,3,3
Nuance,U.S.A.,2020,Vietnam,70,3,3.25
Nugali,Brazil,2016,Brazil,70,3,3.5
Oakland Chocolate Co.,U.S.A.,2010,Jamaica,70,5,2.5
Obolo,Chile,2015,Peru,70,2,3.75
Obolo,Chile,2019,Peru,70,2,3.75
Ocelot,Scotland,2015,Congo,70,3,3.75
Ocelot,Scotland,2015,Peru,75,3,4
Ocho,New Zealand,2014,Papua New Guinea,66,2,2.75
Ocho,New Zealand,2014,Papua New Guinea,70,2,3
Ocho,New Zealand,2014,Papua New Guinea,88,2,3.25
Ocho,New Zealand,2014,Papua New Guinea,74,2,3.5
Ocho,New Zealand,2016,Samoa,100,1,2.75
Ocho,New Zealand,2016,Samoa,70,2,3.5
Odyssey,U.S.A.,2020,Guatemala,70,2,3
Odyssey,U.S.A.,2020,Tanzania,70,2,3
Odyssey,U.S.A.,2020,Uganda,70,2,3.25
Odyssey,U.S.A.,2020,India,70,2,3.25
Odyssey,U.S.A.,2020,Colombia,70,2,3.25
Odyssey,U.S.A.,2020,Bolivia,70,2,3.75
Odyssey,U.S.A.,2020,Vietnam,70,2,3.75
Odyssey,U.S.A.,2021,Blend,100,1,3
Odyssey,U.S.A.,2021,Venezuela,80,2,3
Odyssey,U.S.A.,2021,U.S.A.,70,2,3.25
Odyssey,U.S.A.,2021,Peru,70,2,3.25
Odyssey,U.S.A.,2021,Venezuela,70,2,3.5
Odyssey,U.S.A.,2021,Haiti,70,2,3.75
Ohiyo,U.S.A.,2015,Trinidad,70,3,2.75
Ohiyo,U.S.A.,2015,Tanzania,70,3,3
Oialla by Bojessen (Malmo),Germany,2011,Bolivia,70,2,3.5
Oialla by Bojessen (Malmo),Germany,2018,Brazil,78,3,3.75
Olive and Sinclair,U.S.A.,2009,Blend,67,3,2.75
Olive and Sinclair,U.S.A.,2009,Blend,75,3,3
Olive and Sinclair,U.S.A.,2010,Dominican Republic,72,3,3
Olive and Sinclair,U.S.A.,2010,Ghana,72,3,3
Olivia,Canada,2011,Blend,76,5,2
Olivia,Canada,2011,Blend,76,5,2.75
Olivia,Canada,2011,Blend,85,5,2.75
Olivia,Canada,2011,Blend,85,5,3
Omanhene,Ghana,2011,Ghana,80,4,2.75
Omnom,Iceland,2014,Papua New Guinea,70,3,3
Omnom,Iceland,2014,Madagascar,66,3,3.5
Omnom,Iceland,2016,Tanzania,70,3,3.75
Omnom,Iceland,2018,Nicaragua,73,3,3
Or Dubh,U.S.A.,2020,Madagascar,70,2,3.25
Or Dubh,U.S.A.,2020,Vietnam,70,2,3.25
Or Dubh,U.S.A.,2020,Tanzania,70,2,3.5
Orfeve,Switzerland,2021,Colombia,75,3,2.75
Orfeve,Switzerland,2021,Peru,70,3,3.25
Orfeve,Switzerland,2021,Peru,75,3,3.25
Orfeve,Switzerland,2021,Madagascar,75,3,3.5
organicfair,Canada,2013,Belize,74,3,2.75
organicfair,Canada,2013,Dominican Republic,72,3,2.75
organicfair,Canada,2013,Nicaragua,72,3,2.75
organicfair,Canada,2013,Dominican Republic,72,3,3
organicfair,Canada,2013,Ecuador,72,3,3
organicfair,South Africa,2018,Panama,71,3,3
Original Beans (Felchlin),Switzerland,2009,Congo,70,3,3
Original Beans (Felchlin),Switzerland,2009,Peru,75,3,3
Original Beans (Felchlin),Switzerland,2009,Bolivia,68,3,3.25
Original Beans (Felchlin),Switzerland,2011,Bolivia,66,3,3.75
Original Beans (Felchlin),Switzerland,2014,Papua New Guinea,68,3,2.75
Original Beans (Felchlin),Switzerland,2014,Blend,80,2,3.25
Original Hawaiin Chocolate Factory,U.S.A.,2006,U.S.A.,60,5,3
Original Hawaiin Chocolate Factory,U.S.A.,2009,U.S.A.,60,5,3
Orquidea,Peru,2012,Peru,65,4,3
Orquidea,Peru,2012,Peru,72,4,3
Pacari,Ecuador,2008,Ecuador,100,NA,2
Pacari,Ecuador,2008,Ecuador,60,4,2.75
Pacari,Ecuador,2008,Ecuador,72,4,3
Pacari,Ecuador,2008,Ecuador,65,4,3
Pacari,Ecuador,2008,Ecuador,70,4,3.5
Pacari,Ecuador,2011,Ecuador,70,4,3.5
Pacari,Ecuador,2012,Ecuador,85,4,2.75
Pacari,Ecuador,2012,Peru,70,4,4
Pacari,Ecuador,2014,Ecuador,70,4,3.25
Pacari,Ecuador,2014,Ecuador,70,4,3.5
Pacari,Ecuador,2014,Ecuador,70,4,3.75
Pacari,Ecuador,2014,Ecuador,70,4,4
Pacari,Ecuador,2016,Colombia,70,4,4
Palet D'Or,Japan,2018,Vietnam,72,5,3.25
Palet D'Or,Japan,2018,Haiti,70,5,3.5
Palet D'Or,Japan,2018,Cuba,72,5,3.75
Palette de Bine,Canada,2014,Bolivia,72,2,2.75
Palette de Bine,Canada,2014,Ecuador,75,2,2.75
Palette de Bine,Canada,2014,Blend,75,2,3.5
Palette de Bine,Canada,2014,Madagascar,78,2,3.75
Palette de Bine,Canada,2014,Trinidad,70,2,3.75
Palette de Bine,Canada,2015,Bolivia,70,2,3.25
Palette de Bine,Canada,2015,Trinidad,70,2,3.25
Palette de Bine,Canada,2015,Tanzania,72,2,3.5
Palette de Bine,Canada,2015,Vietnam,72,2,3.75
Palette de Bine,Canada,2016,Guatemala,70,2,2.75
Palette de Bine,Canada,2016,Belize,72,2,3
Palette de Bine,Canada,2017,Peru,72,2,2.75
Palette de Bine,Canada,2017,Dominican Republic,75,2,2.75
Palette de Bine,Canada,2017,Haiti,70,2,3.5
Palette de Bine,Canada,2019,Peru,70,2,3.5
Pangea,Spain,2016,Fiji,76,2,3
Pangea,Spain,2019,Bolivia,76,2,2.75
Pangea,Spain,2019,Philippines,76,2,3
Pangea,Spain,2019,Belize,75,2,3.25
Pangea,Spain,2019,Madagascar,76,2,3.25
Pangea,Spain,2019,Dominican Republic,76,2,3.25
Pangea,Spain,2019,Peru,71,2,3.5
Park 75,U.S.A.,2014,Blend,65,3,3.5
Parliament,U.S.A.,2014,Bolivia,70,2,3
Parliament,U.S.A.,2014,Dominican Republic,70,2,3.5
Parliament,U.S.A.,2015,Guatemala,70,2,3.5
Parliament,U.S.A.,2016,Tanzania,70,2,3.25
Parre Chocolat,U.S.A.,2019,Guatemala,75,3,2.75
Parre Chocolat,U.S.A.,2019,Dominican Republic,75,3,2.75
Parre Chocolat,U.S.A.,2019,Colombia,75,3,3
Pascha,Peru,2013,Peru,55,4,2.5
Pascha,Peru,2013,Peru,70,4,2.75
Patric,U.S.A.,2007,Madagascar,70,3,4
Patric,U.S.A.,2009,Madagascar,67,3,3.5
Patric,U.S.A.,2009,Venezuela,70,3,3.5
Patric,U.S.A.,2009,Madagascar,75,3,4
Patric,U.S.A.,2011,Blend,70,3,3.75
Patric,U.S.A.,2013,Peru,67,3,4
Paul Young,U.K.,2014,Madagascar,73,2,2.25
Paul Young,U.K.,2014,Madagascar,64,2,2.75
Peppalo,U.S.A.,2015,Dominican Republic,82,3,3
Perrenial,U.S.A.,2018,Fiji,75,3,3
Petite Patrie,Canada,2019,Peru,70,4,3.25
Pierre Marcolini,Belgium,2006,Indonesia,72,5,3
Pierre Marcolini,Belgium,2006,Venezuela,72,5,3.75
Pierre Marcolini,Belgium,2006,Mexico,72,5,4
Pierre Marcolini,Belgium,2007,Blend,85,5,3.5
Pierre Marcolini,Belgium,2007,Ecuador,72,5,3.75
Pierre Marcolini,Belgium,2007,Blend,70,5,4
Pierre Marcolini,Belgium,2007,Madagascar,72,5,4
Pierre Marcolini,Belgium,2009,Brazil,72,5,3
Pierre Marcolini,Belgium,2009,Mexico,72,5,3
Pierre Marcolini,Belgium,2010,Venezuela,75,5,3
Pierre Marcolini,Belgium,2010,Peru,85,5,3
Pierre Marcolini,Belgium,2010,Trinidad,75,5,3.25
Pierre Marcolini,Belgium,2010,Cuba,78,5,3.75
Pierre Marcolini,Belgium,2015,Cameroon,70,5,3.25
Pierre Marcolini,Belgium,2019,Madagascar,76,4,3
Pierre Marcolini,Belgium,2019,Cameroon,70,4,3
Pierre Marcolini,Belgium,2021,China,72,4,3.5
Piety and Desire,U.S.A.,2020,Vietnam,70,3,3
Piety and Desire,U.S.A.,2020,Tanzania,70,3,3.5
Piety and Desire,U.S.A.,2020,India,73,3,3.5
Pinellas,U.S.A.,2016,Honduras,80,4,2.5
Pitch Dark,U.S.A.,2014,Fiji,73,2,2.5
Pitch Dark,U.S.A.,2014,Madagascar,73,2,3.25
Pitch Dark,U.S.A.,2014,Ecuador,73,2,3.25
Pitch Dark,U.S.A.,2014,Ecuador,73,2,3.5
Pitch Dark,U.S.A.,2015,Nicaragua,62,3,2.5
Pitch Dark,U.S.A.,2015,Nicaragua,80,2,2.75
Pitch Dark,U.S.A.,2015,Nicaragua,80,3,2.75
Pitch Dark,U.S.A.,2015,Nicaragua,80,3,2.75
Pitch Dark,U.S.A.,2015,Nicaragua,80,2,3.25
Pollinator,U.S.A.,2020,Bolivia,70,3,3
Pollinator,U.S.A.,2020,Dominican Republic,70,3,3
Pollinator,U.S.A.,2020,Tanzania,70,3,3.25
Pomm (aka Dead Dog),U.S.A.,2012,Dominican Republic,76,3,2.5
Pomm (aka Dead Dog),U.S.A.,2012,Peru,82,3,2.75
Poppy and Peep,U.S.A.,2021,Haiti,71,3,2.75
Poppy and Peep,U.S.A.,2021,Guatemala,76,3,3
Poppy and Peep,U.S.A.,2021,Ghana,66,3,3
Potomac,U.S.A.,2010,Costa Rica,82,2,3.75
Potomac,U.S.A.,2011,Peru,70,2,2.75
Potomac,U.S.A.,2011,Costa Rica,70,2,3
Potomac,U.S.A.,2011,Costa Rica,70,2,3.5
Potomac,U.S.A.,2011,Brazil,70,2,3.5
Potomac,U.S.A.,2014,Venezuela,70,2,3.75
Potomac,U.S.A.,2016,Dominican Republic,70,2,3.75
Potomac,U.S.A.,2018,Colombia,70,2,4
Potomac,U.S.A.,2021,Uganda,75,2,3.75
Potomac,U.S.A.,2021,Peru,70,2,3.75
Pralus,France,2006,Vanuatu,75,4,3
Pralus,France,2006,Cuba,75,4,3
Pralus,France,2006,Blend,75,4,3
Pralus,France,2006,Brazil,75,4,3
